Training Session ID,Training Name,Training Type,Duration Hours
4487,Code of Conduct,Compliance,32
4488,Problem Solving,Skill Development,2
4489,Data Privacy and Security,Compliance,40
4490,Emotional Intelligence,Leadership,16
4491,Customer Service Excellence,Skill Development,16
4492,Creative Thinking,Skill Development,4
4493,Project Management Software Training,Technical,8
4494,Team Building,Leadership,4
4495,SQL for Data Management,Technical,60
4496,Emotional Intelligence,Leadership,60
4497,Financial Compliance,Compliance,60
4498,Diversity and Inclusion,Compliance,40
4499,Leadership Essentials,Leadership,60
4500,Code of Conduct,Compliance,32
4501,Data Privacy and Security,Compliance,60
4502,Code of Conduct,Compliance,60
4503,Cybersecurity Basics,Technical,16
4504,Data Analysis with Python,Technical,2
4505,Leadership Essentials,Leadership,8
4506,Customer Service Excellence,Skill Development,32
4507,Problem Solving,Skill Development,4
4508,Project Management Software Training,Technical,60
4509,Cloud Computing Essentials,Technical,2
4510,Cybersecurity Basics,Technical,4
4511,Project Management Software Training,Technical,40
4512,Communication Skills,Skill Development,32
4513,Anti-Harassment Training,Compliance,40
4514,Creative Thinking,Skill Development,4
4515,Diversity and Inclusion,Compliance,32
4516,Financial Compliance,Compliance,40
4517,Problem Solving,Skill Development,16
4518,Cloud Computing Essentials,Technical,32
4519,Strategic Planning,Leadership,16
4520,Conflict Resolution,Leadership,40
4521,Team Building,Leadership,32
4522,Advanced Excel,Technical,60
4523,Diversity and Inclusion,Compliance,2
4524,Coaching and Mentoring,Leadership,8
4525,Emotional Intelligence,Leadership,8
4526,Leadership Essentials,Leadership,4
4527,Cloud Computing Essentials,Technical,4
4528,Team Building,Leadership,40
4529,Problem Solving,Skill Development,32
4530,Advanced Excel,Technical,60
4531,Creative Thinking,Skill Development,2
4532,Cybersecurity Basics,Technical,4
4533,Cybersecurity Basics,Technical,16
4534,Leadership Essentials,Leadership,32
4535,Coaching and Mentoring,Leadership,4
4536,Emotional Intelligence,Leadership,8
4537,SQL for Data Management,Technical,4
4538,Time Management,Skill Development,4
4539,Negotiation Skills,Skill Development,2
4540,Leadership Essentials,Leadership,60
4541,Workplace Safety,Compliance,16
4542,Strategic Planning,Leadership,16
4543,Conflict Resolution,Leadership,32
4544,Negotiation Skills,Skill Development,2
4545,Negotiation Skills,Skill Development,60
4546,Problem Solving,Skill Development,16
4547,Data Privacy and Security,Compliance,16
4548,Time Management,Skill Development,4
4549,Cybersecurity Basics,Technical,16
4550,Coaching and Mentoring,Leadership,16
4551,Workplace Safety,Compliance,8
4552,Project Management Software Training,Technical,8
4553,Communication Skills,Skill Development,4
4554,Cloud Computing Essentials,Technical,4
4555,Strategic Planning,Leadership,4
4556,Cybersecurity Basics,Technical,16
4557,Project Management Software Training,Technical,40
4558,Strategic Planning,Leadership,16
4559,Negotiation Skills,Skill Development,8
4560,Conflict Resolution,Leadership,8
4561,Emotional Intelligence,Leadership,2
4562,Financial Compliance,Compliance,40
4563,Team Building,Leadership,40
4564,Cloud Computing Essentials,Technical,2
4565,Cloud Computing Essentials,Technical,4
4566,Leadership Essentials,Leadership,60
4567,Leadership Essentials,Leadership,4
4568,Negotiation Skills,Skill Development,2
4569,Communication Skills,Skill Development,32
4570,Anti-Harassment Training,Compliance,16
4571,Workplace Safety,Compliance,4
4572,Conflict Resolution,Leadership,32
4573,Leadership Essentials,Leadership,32
4574,SQL for Data Management,Technical,8
4575,Creative Thinking,Skill Development,60
4576,Diversity and Inclusion,Compliance,8
4577,Anti-Harassment Training,Compliance,60
4578,Strategic Planning,Leadership,16
4579,Code of Conduct,Compliance,4
4580,Team Building,Leadership,16
4581,Cloud Computing Essentials,Technical,16
4582,Project Management Software Training,Technical,40
4583,Leadership Essentials,Leadership,16
4584,Communication Skills,Skill Development,8
4585,Communication Skills,Skill Development,60
4586,Coaching and Mentoring,Leadership,60
4587,Time Management,Skill Development,16
4588,Cybersecurity Basics,Technical,2
4589,Conflict Resolution,Leadership,8
4590,Leadership Essentials,Leadership,32
4591,Creative Thinking,Skill Development,32
4592,Conflict Resolution,Leadership,32
4593,Communication Skills,Skill Development,8
4594,Creative Thinking,Skill Development,2
4595,Cybersecurity Basics,Technical,8
4596,Negotiation Skills,Skill Development,16
4597,Data Privacy and Security,Compliance,60
4598,Project Management Software Training,Technical,16
4599,Coaching and Mentoring,Leadership,4
4600,Customer Service Excellence,Skill Development,2
4601,Conflict Resolution,Leadership,4
4602,Financial Compliance,Compliance,40
4603,Leadership Essentials,Leadership,60
4604,Project Management Software Training,Technical,4
4605,Cloud Computing Essentials,Technical,4
4606,Code of Conduct,Compliance,2
4607,Financial Compliance,Compliance,32
4608,Emotional Intelligence,Leadership,8
4609,Customer Service Excellence,Skill Development,8
4610,Diversity and Inclusion,Compliance,60
4611,Code of Conduct,Compliance,32
4612,Data Privacy and Security,Compliance,40
4613,Team Building,Leadership,4
4614,Creative Thinking,Skill Development,32
4615,Data Privacy and Security,Compliance,16
4616,Time Management,Skill Development,32
4617,Customer Service Excellence,Skill Development,32
4618,Project Management Software Training,Technical,4
4619,Cloud Computing Essentials,Technical,4
4620,Emotional Intelligence,Leadership,32
4621,Leadership Essentials,Leadership,8
4622,Cybersecurity Basics,Technical,2
4623,Project Management Software Training,Technical,16
4624,Leadership Essentials,Leadership,16
4625,Cloud Computing Essentials,Technical,2
4626,Coaching and Mentoring,Leadership,16
4627,Anti-Harassment Training,Compliance,2
4628,Communication Skills,Skill Development,60
4629,Cloud Computing Essentials,Technical,2
4630,Problem Solving,Skill Development,4
4631,Customer Service Excellence,Skill Development,2
4632,Data Analysis with Python,Technical,32
4633,Project Management Software Training,Technical,60
4634,Code of Conduct,Compliance,4
4635,Emotional Intelligence,Leadership,40
4636,Financial Compliance,Compliance,40
4637,Coaching and Mentoring,Leadership,32
4638,Creative Thinking,Skill Development,32
4639,Advanced Excel,Technical,40
4640,Financial Compliance,Compliance,16
4641,Data Analysis with Python,Technical,16
4642,Conflict Resolution,Leadership,16
4643,Negotiation Skills,Skill Development,16
4644,Time Management,Skill Development,32
4645,Cybersecurity Basics,Technical,4
4646,Cybersecurity Basics,Technical,4
4647,Cybersecurity Basics,Technical,60
4648,Problem Solving,Skill Development,60
4649,Advanced Excel,Technical,32
4650,SQL for Data Management,Technical,60
4651,Emotional Intelligence,Leadership,32
4652,Emotional Intelligence,Leadership,32
4653,Cybersecurity Basics,Technical,2
4654,Data Privacy and Security,Compliance,8
4655,Anti-Harassment Training,Compliance,8
4656,Problem Solving,Skill Development,8
4657,Negotiation Skills,Skill Development,60
4658,Data Privacy and Security,Compliance,8
4659,Problem Solving,Skill Development,60
4660,Time Management,Skill Development,16
4661,Emotional Intelligence,Leadership,16
4662,Problem Solving,Skill Development,32
4663,Conflict Resolution,Leadership,60
4664,Financial Compliance,Compliance,8
4665,Cybersecurity Basics,Technical,2
4666,Cloud Computing Essentials,Technical,40
4667,Leadership Essentials,Leadership,8
4668,Coaching and Mentoring,Leadership,32
4669,SQL for Data Management,Technical,60
4670,Strategic Planning,Leadership,8
4671,Problem Solving,Skill Development,60
4672,Emotional Intelligence,Leadership,60
4673,Coaching and Mentoring,Leadership,40
4674,Strategic Planning,Leadership,40
4675,Communication Skills,Skill Development,40
4676,Coaching and Mentoring,Leadership,16
4677,Creative Thinking,Skill Development,2
4678,SQL for Data Management,Technical,32
4679,Project Management Software Training,Technical,8
4680,Customer Service Excellence,Skill Development,40
4681,Leadership Essentials,Leadership,32
4682,Leadership Essentials,Leadership,8
4683,Strategic Planning,Leadership,16
4684,Data Analysis with Python,Technical,4
4685,Project Management Software Training,Technical,8
4686,Customer Service Excellence,Skill Development,40
4687,Advanced Excel,Technical,4
4688,Customer Service Excellence,Skill Development,8
4689,Cybersecurity Basics,Technical,60
4690,Emotional Intelligence,Leadership,40
4691,Diversity and Inclusion,Compliance,32
4692,Problem Solving,Skill Development,40
4693,Cloud Computing Essentials,Technical,16
4694,Diversity and Inclusion,Compliance,32
4695,Problem Solving,Skill Development,16
4696,Strategic Planning,Leadership,16
4697,Code of Conduct,Compliance,4
4698,Conflict Resolution,Leadership,40
4699,Data Privacy and Security,Compliance,32
4700,Problem Solving,Skill Development,16
4701,Diversity and Inclusion,Compliance,32
4702,Project Management Software Training,Technical,4
4703,Project Management Software Training,Technical,2
4704,Diversity and Inclusion,Compliance,4
4705,Cybersecurity Basics,Technical,4
4706,Workplace Safety,Compliance,60
4707,Code of Conduct,Compliance,60
4708,Emotional Intelligence,Leadership,60
4709,Data Privacy and Security,Compliance,4
4710,Financial Compliance,Compliance,8
4711,Problem Solving,Skill Development,32
4712,Advanced Excel,Technical,2
4713,Project Management Software Training,Technical,4
4714,Cloud Computing Essentials,Technical,16
4715,SQL for Data Management,Technical,8
4716,Code of Conduct,Compliance,32
4717,Diversity and Inclusion,Compliance,40
4718,Advanced Excel,Technical,2
4719,Financial Compliance,Compliance,8
4720,Conflict Resolution,Leadership,8
4721,Data Privacy and Security,Compliance,4
4722,Advanced Excel,Technical,32
4723,Communication Skills,Skill Development,40
4724,Problem Solving,Skill Development,8
4725,Customer Service Excellence,Skill Development,32
4726,Diversity and Inclusion,Compliance,4
4727,Creative Thinking,Skill Development,40
4728,Coaching and Mentoring,Leadership,16
4729,Time Management,Skill Development,8
4730,SQL for Data Management,Technical,16
4731,Cybersecurity Basics,Technical,16
4732,Conflict Resolution,Leadership,16
4733,Strategic Planning,Leadership,60
4734,Financial Compliance,Compliance,8
4735,Conflict Resolution,Leadership,40
4736,Leadership Essentials,Leadership,8
4737,Cloud Computing Essentials,Technical,32
4738,Diversity and Inclusion,Compliance,16
4739,Financial Compliance,Compliance,2
4740,Customer Service Excellence,Skill Development,4
4741,Diversity and Inclusion,Compliance,8
4742,Communication Skills,Skill Development,60
4743,Communication Skills,Skill Development,60
4744,Time Management,Skill Development,8
4745,Time Management,Skill Development,16
4746,Problem Solving,Skill Development,4
4747,Cybersecurity Basics,Technical,2
4748,Cybersecurity Basics,Technical,32
4749,Cloud Computing Essentials,Technical,40
4750,Customer Service Excellence,Skill Development,4
4751,Cybersecurity Basics,Technical,4
4752,Problem Solving,Skill Development,40
4753,Advanced Excel,Technical,16
4754,Problem Solving,Skill Development,60
4755,Problem Solving,Skill Development,2
4756,Cloud Computing Essentials,Technical,16
4757,Coaching and Mentoring,Leadership,16
4758,Communication Skills,Skill Development,16
4759,Communication Skills,Skill Development,16
4760,Strategic Planning,Leadership,16
4761,Conflict Resolution,Leadership,2
4762,Project Management Software Training,Technical,32
4763,Cybersecurity Basics,Technical,16
4764,Negotiation Skills,Skill Development,2
4765,Anti-Harassment Training,Compliance,16
4766,Creative Thinking,Skill Development,40
4767,Conflict Resolution,Leadership,16
4768,Anti-Harassment Training,Compliance,2
4769,Time Management,Skill Development,8
4770,Data Privacy and Security,Compliance,40
4771,Code of Conduct,Compliance,32
4772,Coaching and Mentoring,Leadership,2
4773,Data Privacy and Security,Compliance,60
4774,Project Management Software Training,Technical,60
4775,Advanced Excel,Technical,2
4776,Workplace Safety,Compliance,8
4777,Emotional Intelligence,Leadership,60
4778,Conflict Resolution,Leadership,40
4779,Emotional Intelligence,Leadership,60
4780,Cybersecurity Basics,Technical,4
4781,Problem Solving,Skill Development,32
4782,Negotiation Skills,Skill Development,8
4783,Workplace Safety,Compliance,32
4784,SQL for Data Management,Technical,4
4785,Anti-Harassment Training,Compliance,32
4786,Conflict Resolution,Leadership,16
4787,Negotiation Skills,Skill Development,4
4788,Time Management,Skill Development,40
4789,Time Management,Skill Development,16
4790,Conflict Resolution,Leadership,32
4791,Workplace Safety,Compliance,2
4792,Coaching and Mentoring,Leadership,8
4793,Coaching and Mentoring,Leadership,60
4794,Team Building,Leadership,2
4795,Conflict Resolution,Leadership,16
4796,Problem Solving,Skill Development,60
4797,Anti-Harassment Training,Compliance,40
4798,Coaching and Mentoring,Leadership,2
4799,Project Management Software Training,Technical,2
4800,Creative Thinking,Skill Development,16
4801,Anti-Harassment Training,Compliance,2
4802,Team Building,Leadership,4
4803,Cloud Computing Essentials,Technical,60
4804,Conflict Resolution,Leadership,16
4805,Financial Compliance,Compliance,2
4806,Diversity and Inclusion,Compliance,40
4807,Data Analysis with Python,Technical,32
4808,Data Analysis with Python,Technical,16
4809,Financial Compliance,Compliance,2
4810,Communication Skills,Skill Development,60
4811,Coaching and Mentoring,Leadership,60
4812,Diversity and Inclusion,Compliance,32
4813,Problem Solving,Skill Development,8
4814,Team Building,Leadership,32
4815,Creative Thinking,Skill Development,32
4816,Customer Service Excellence,Skill Development,32
4817,Problem Solving,Skill Development,16
4818,Project Management Software Training,Technical,32
4819,Leadership Essentials,Leadership,60
4820,SQL for Data Management,Technical,60
4821,Anti-Harassment Training,Compliance,2
4822,Communication Skills,Skill Development,16
